source,title,abstract,year,journal,doi,pmid,rec_id,decision,model_decision,reason,model_reason,review_note,include_prob,exclude_prob,pico_population,pico_intervention,pico_comparison,pico_outcome,exclusion_reasons,p_matches,i_matches,c_matches,o_matches,exclusion_triggers,provider,model,verified
embase,Unsupervised learning for large-scale corneal topography clustering,"Machine learning algorithms have recently shown their precision and potential in many different use cases and fields of medicine. Most of the algorithms used are supervised and need a large quantity of labeled data to achieve high accuracy. Also, most applications of machine learning in medicine are attempts to mimic or exceed human diagnostic capabilities but little work has been done to show the power of these algorithms to help collect and pre-process a large amount of data. In this study we show how unsupervised learning can extract and sort usable data from large unlabeled datasets with minimal human intervention. Our digital examination tools used in clinical practice store such databases and are largely under-exploited. We applied unsupervised algorithms to corneal topography examinations which remains the gold standard test for diagnosis and follow-up of many corneal diseases and refractive surgery screening. We could extract 7019 usable examinations which were automatically sorted in 3 common diagnoses (Normal, Keratoconus and History of Refractive Surgery) from an unlabeled database with an overall accuracy of 96.5%. Similar methods could be used on any form of digital examination database and greatly speed up the data collection process and yield to the elaboration of stronger supervised models.",2020,Scientific reports (2020) 10:1 (16973). Date of Publication: 12 Oct 2020,10.1038/s41598-020-73902-7,,WOS:000582684100004,include,include,Abstract indicates use of unsupervised learning for keratoconus detection in corneal topography imaging.,Abstract indicates use of unsupervised learning for keratoconus detection in corneal topography imaging.,,1.0,0.0,"Not specified, but involves corneal examinations.",Unsupervised learning applied to corneal topography data.,Not applicable.,Accurate classification of keratoconus among other diagnoses.,,,unsupervised learning; machine learning algorithms,,keratoconus detection; data sorting accuracy,,openai,gpt-4o-mini,yes
embase,A review of corneal imaging methods for the early diagnosis of pre-clinical Keratoconus,"BACKGROUND: Keratoconus (KC) is a corneal ectasia characterised by steepening corneal curvature, changes in refractive error and corneal thickness that result in visual impairment. Early signs of KC include displacement of the thinnest part of the cornea from the central position, changes in the corneal epithelial layer cell distribution, variations in the anterior corneal astigmatism/posterior corneal astigmatism relationship and a variation in corneal thickness. It is important that we review the corneal imaging methods for the diagnosis of preclinical KC. METHOD: An online literature search was carried out on PubMed. Only publications detailing corneal assessment procedures were considered for this review and any publication on instruments that did not generate KC predictability indices were also excluded from the review. The 308 publications were reviewed. DISCUSSION: Corneal assessment techniques, with the ability to characterise both the anterior and posterior corneal surfaces, are invaluable in the diagnosis of pre-clinical KC. Reflection based and elevation based corneal imaging systems should be used in conjunction with other assessments such as higher order aberration measuring systems to improve sensitivity and reliability in the diagnosis of pre-clinical KC. Ultra high resolution ultrasound can detect pre-clinical KC. The ability to asses both the epithelium and endothelium makes anterior surface optical coherence tomography a superior technique for pre-clinical KC diagnosis. There is a positive correlation between central corneal thickness and corneal hysteresis. Corneal biomechanics should be considered in conjunction with other corneal assessments in the diagnosis of pre-clinical KC.",2020,Journal of optometry (2020) 13:4 (269-275). Date of Publication: 1 Oct 2020,10.1016/j.optom.2019.11.001,,MEDLINE:31917136,exclude,exclude,The abstract is a review and does not present original research on AI/ML for keratoconus imaging.,The abstract is a review and does not present original research on AI/ML for keratoconus imaging.,,0.0,1.0,,,,,Review article; No original research; Lacks AI/ML application,,,,,,openai,gpt-4o-mini,yes
embase,Unique corneal tomography features of allergic eye disease identified by OCT imaging and artificial intelligence,"The purpose of this study was to assess unique corneal tomographic parameters of allergic eye disease (AED) using optical coherence tomography (OCT) and artificial intelligence (AI). A total of 57 eyes diagnosed with AED were included. The curvature and aberrations of the air-epithelium (A-E) and epithelium-Bowman's layer (E-B) interfaces were calculated. Random forest AI models were built combing this data with the parameters of healthy, forme fruste keratoconus (FFKC) and KC eyes. The AI models were cross-validated with 3-fold random sampling. Each model was limited to 10 trees. The AI model incorporating both A-E and E-B parameters provided the best classification of AED eyes (area under the curve = 0.958, sensitivity = 80.7%, specificity = 98.5%, precision = 88.2%). Further, the E-B interface parameters provided the highest information gain in the AI model. A few AED eyes (n = 9) had tomography parameters similar to FFKC and KC eyes and may be at risk of progression to KC.",2020,Journal of biophotonics (2020) 13:10 (e202000156). Date of Publication: 1 Oct 2020,10.1002/jbio.202000156,,WOS:000558285200001,exclude,exclude,"Focuses on allergic eye disease, not keratoconus detection or classification.","Focuses on allergic eye disease, not keratoconus detection or classification.",,0.0,1.0,Not applicable.,AI applied to OCT imaging.,Not applicable.,Not applicable.,"Focus on allergic eye disease, not keratoconus.; Does not address keratoconus detection or classification.",,,,,,openai,gpt-4o-mini,yes
embase,Clinical application of Pentacam anterior segment analyzer in the diagnosis of early keratoconus,"AIM: To explore the clinical application of Pentacam anterior segment analyzer in early keratoconus diagnosis. METHODS: Selected 49 patients (49 eyes) with early keratoconus who were treated in our hospital from February 2019 to December 2019.According to the Rabinowitz diagnostic criteria, they were divided into 27 cases (27 eyes) in the clinical keratoconus group and 22 cases (22 eyes) in the subclinical keratoconus group. Another 20 cases (20 eyes) of normal eyes with myopia and astigmatism were selected as the control group. The Pentacam anterior segment analyzer was used to determine the index of surface variance(ISV), keratoconus index(KI), index of vertical asymmetry(IVA), central keratoconus index(CKI), index of highest decentration(IHD), index of highest asymmetry(IHA), aberration coefficient, minimum sagittal curvature(Rmin), corneal astigmatism(CYL), corneal anterior surface height(AE), maximum refractive power of the cornea and corneal posterior surface height(PE). Compare the detection values of the three groups of indicators, and draw the ROC curve, and analyze the clinical value of various indicators in diagnosing keratoconus. RESULTS: The three groups of ISV, KI, IVA, CKI, IHD, IHA, ABR, Rmin, CYL, AE, Kmax and PE detection values were significantly different (P<0.05). Compared with the control group, the ISV, KI, IVA, CKI, IHD, IHA, ABR, Rmin, CYL, AE, Kmax and PE detection value in the clinical keratoconus group were statistically significant (P<0.05). Compared with the control group, the ISV, KI, IVA, CKI, IHD, IHA, ABR, Rmin, CYL, AE, Kmax and PE detection value in the clinical keratoconus group were statistic significant (P<0.05). The results of ROC curve analysis showed that the sensitivity and specificity of keratoconus in the clinical phase of IVA, KI, AE, PE, Rmin, IHD, Kmax, ISV and ABR were higher. IVA, Rmin, AE and PE diagnosis of subclinical keratoconus sensitivity and specificity were higher. CONCLUSION: The Pentacam anterior segment analyzer accurately measures the morphological parameters of the anterior and posterior surface of the cornea, which plays an important role in the early clinical diagnosis of keratoconus.",2020,International Eye Science (2020) 20:9 (1603-1606). Date of Publication: 8 Sep 2020,10.3980/j.issn.1672-5123.2020.9.27,,,exclude,exclude,No evidence of AI/ML approach in keratoconus imaging diagnostics.,No evidence of AI/ML approach in keratoconus imaging diagnostics.,,0.0,1.0,,,,,Lacks AI/ML application.; Focuses on traditional imaging methods.,,,,,,openai,gpt-4o-mini,yes
embase,Computer-aided Diagnosis of Ocular Diseases Based on Corneal Biomechanics - Selection and Evaluation of Eligible Patients With Certain Ocular Diseases Associated With Biomechanical Alterations,"Brief SummaryThe purpose of this study is the investigation of biomechanical properties of the cornea using computer-aided data analysis. Currently, it is known that keratoconus and glaucoma are ocular disease that are associated with biomechanical alterations of the cornea. Corneal ectasia, especially keratoconus, is a corneal disease that leads to an irreversible loss of visual acuity while the cornea becomes steeper, thinner and irregular. For these patients, surgical intervention (e.g. corneal cross-linking) is performed, in case of disease progression. In glaucoma, the information about corneal alterations serves in two ways, first, correct measurement of intra ocular pressure (IOP); second, early diagnosis of suspects before visual field defects are detectable. Especially, the Corvis ST is an air-puff tonometer that measures intraocular pressure, corneal thickness (CCT) as well as dynamic corneal response (DCR) parameters. Most of the DCR parameters are affected by IOP and CCT: Therefore, algorithm are needed to determine parameters without impact of IOP and CCT that are describe the biomechanical properties of the cornea.Detailed DescriptionIn this study, an eye twin based on finite element modeling is used to measure advanced properties of corneal biomechanics. Raw data of Corvis ST measurement are exported from the device and imported into the model. The outcome of these calculations are merged together and are compared to further clinical findings (e. g. corneal topography and tomography, axial eye length). Further information were obtained: Age, sex, refraction, family history, known duration of disease, previous ocular surgery, systemic diseases, systemic and topical medication; biomicroscopy, anterior optical coherence tomography (OCT), Scheimpflug-based tomography (Pentacam), Biomechanical assessment (Ocular Response Analyzer and Corneal Visualization with the Scheimpflug Technology), optical biometry, confocal microscopy, endothelium cell count.",2020,clinicaltrials.gov (2020). Date of Publication: 14 Jul 2020,,,,exclude,exclude,Lacks direct application of AI/ML for keratoconus detection; focuses on biomechanical properties without specific AI/ML methods.,Lacks direct application of AI/ML for keratoconus detection; focuses on biomechanical properties without specific AI/ML methods.,,0.0,1.0,,,,,"No evidence of AI/ML application.; Focuses on biomechanical properties, not imaging diagnostics.; Does not specifically address keratoconus detection or classification.",,,,,,openai,gpt-4o-mini,yes
embase,Topometric and Tomographic Evaluation of Subclinical Keratoconus,"Purpose: To investigate the corneal topometric and tomographic findings
that can be used in the diagnosis of subclinical keratoconus.
Methods: A retrospective cohort study. The study group was selected from
patients with clinically evident keratoconus in one eye and subclinical
keratoconus without evident topographic findings in fellow eye. The
age-matched control group was selected from patients who were candidates
for laser in situ keratomileusis (LASIK) and did not develop ectasia
after LASIK surgery at least 1-year follow-up. All subjects underwent
topographic, topometric and tomographic (Belin-Ambrosio Enhanced Ectasia
Display III) analyses via a Pentacam HR rotating Scheimpflug camera
(Oculus, Germany, version 1.20r.98) before LASIK surgery.
Results: The study group consisted of 151 patients (69 male and 82
female, mean age of 24.8 +/- 7.2 years) and the control group also
consisted of 150 patients (70 male and 80 female, mean age of 26.0 +/-
6.3 years). There were statistically significant differences in all
measured topometric (p<.05) and tomographic (p<.001) parameters between
the eyes with subclinical keratoconus and those of the control group. In
discriminating eyes with subclinical keratoconus from normal eyes, final
D showed the highest area under curve value (0.858, sensitivity 85.2%,
specificity 66.7%), followed by maximum pachymetric progression index
(0.809, sensitivity 81.9%, specificity 69.4%) and average pachymetric
progression index (0.796, sensitivity 81.9%, specificity 68.1%) in
receiver operating characteristic analysis.
Conclusion: Topometric and tomographic parameters might be useful for
early detection of keratoconus, but the sensitivity and specificity of
any parameter are not high enough to be used alone.",2020,Ophthalmic Epidemiology (2020) 27:4 (289-297). Date of Publication: 3 Jul 2020,10.1080/09286586.2020.1741010,,WOS:000520152500001,exclude,exclude,No evidence of AI/ML application in keratoconus imaging diagnostics.,No evidence of AI/ML application in keratoconus imaging diagnostics.,,0.0,1.0,,,,,Lacks AI/ML approach.; Focuses on topometric and tomographic parameters without AI/ML.,,,,,,openai,gpt-4o-mini,yes
embase,A predictive model for early diagnosis of keratoconus,"BackgroundThe diagnosis of keratoconus in the early stages of the
disease is necessary to initiate an early treatment of keratoconus.
Furthermore, to avoid possible refractive surgery that could produce
ectasias. This study aims to describe the topographic, pachymetric and
aberrometry characteristics in patients with keratoconus, subclinical
keratoconus and normal corneas. Additionally to propose a diagnostic
model of subclinical keratoconus based in binary logistic regression
models.MethodsThe design was a cross-sectional study. It included 205
eyes from 205 patients distributed in 82 normal corneas, 40 early-stage
keratoconus and 83 established keratoconus. The rotary Scheimpflug
camera (Pentacam (R) type) analyzed the topographic, pachymetric and
aberrometry variables. It performed a descriptive and bivariate analysis
of the recorded data. A diagnostic and predictive model of early-stage
keratoconus was calculated with the statistically significant
variables.ResultsStatistically significant differences were observed
when comparing normal corneas with early-stage keratoconus/ in variables
of the vertical asymmetry to 90 degrees and the central corneal
thickness. The binary logistic regression model included the minimal
corneal thickness, the anterior coma to 90 degrees and posterior coma to
90 degrees. The model properly diagnosed 92% of cases with a sensitivity
of 97.59%, specificity 98.78%, accuracy 98.18% and precision
98.78%.ConclusionsThe differential diagnosis between normal cases and
subclinical keratoconus depends on the minimum corneal thickness, the
anterior coma to 90 degrees and the posterior coma to 90 degrees.",2020,BMC ophthalmology (2020) 20:1 (263). Date of Publication: 2 Jul 2020,10.1186/s12886-020-01531-9,,WOS:000548948800002,include,include,"Abstract discusses a predictive model for keratoconus using topographic imaging and logistic regression, indicating AI/ML application.","Abstract discusses a predictive model for keratoconus using topographic imaging and logistic regression, indicating AI/ML application.",,1.0,0.0,patients with keratoconus and normal corneas,diagnostic model based on binary logistic regression,normal corneas vs early-stage keratoconus,diagnosis accuracy of early-stage keratoconus,,patients with keratoconus; subclinical keratoconus; normal corneas,diagnostic model based on binary logistic regression,normal corneas vs early-stage keratoconus,diagnosis of early-stage keratoconus; sensitivity and specificity of the model,,openai,gpt-4o-mini,yes
embase,Keratoconus prognosis study for patients with corneal external mechanical stress mode,"Purpose: To demonstrate the correlation between excessive eye rubbing and corneal degeneration for Keratoconus patients. Materials and methods: Keratoconus (KC) patients who regularly rub their eyes had shown a rapid degeneration rate of their affected corneas. This observation is experimentally and numerical discussed and developed based on clinical data of 8 of KC Patients with a mean age of 26.5 ± 9.4 years old, and four healthy individuals with a mean age of 24.33 ± 5 years old at the baseline. Corneal topography was used to measure both central corneal thickness (CCT) and its total refractive power. The registered data had been exploited to assess the progression of the disease, and the final results were embedded in a finite element model of human corneas to simulate their response to eye rubbing at different stages of the pathology. Corneal lifetime prognosis using multi-layer perceptron was then established to estimate the number of eye rubbing cycles for each stage of KC. Results: The survey of KC patients who declared stopping eye rubbing had shown a decrease in CCT loss rate, followed by a durable stability. Mechanical stresses numerical simulations had shown different corneal behaviours in term of shape deformity, apical raise and corneal applanation between healthy and KC stages models. Apical rise ranged from 0.122 to 0.389 mm for an applied intraocular pressure that equals to 15 mmHg. A normal stress of 5 kPa provoked a corneal applanation that ranged from 0.27 mm in healthy cases to 1.173 mm in severe stages of the disease. The application of 2.5 kPa biaxial stress had resulted normal and tangential applanations that successively ranged from 0.152 and 0.173 mm in healthy corneas to 0.446 mm and 0.458 mm in severe KC stages. An adopted prognosis algorithm was able to predict the current stage of the disease and to estimate the remaining number of eye rubbing cycles before failure. Conclusion: Eye rubbing was proven to be a considerable contributing factor in KC patient’s corneal degeneration. The progression of this pathology could be decreased or halted by stopping eye rubbing at early stages.",2020,International Ophthalmology (2020) 40:7 (1673-1686). Date of Publication: 1 Jul 2020,10.1007/s10792-020-01335-2,,WOS:000521872300001,exclude,exclude,Lacks AI/ML application in imaging diagnostics for keratoconus; focuses on mechanical stress and prognosis.,Lacks AI/ML application in imaging diagnostics for keratoconus; focuses on mechanical stress and prognosis.,,0.0,1.0,,,,,No AI/ML application in imaging diagnostics.; Focuses on mechanical stress rather than imaging.; Does not address keratoconus detection or classification.,,,,,,openai,gpt-4o-mini,yes
embase,"Early diagnosis of subclinical keratoconus by wavefront parameters using Scheimpflug, Placido and Hartmann–Shack based devices","Purpose: To compare the accuracy of three devices (Pentacam, Sirius and OPD-Scan III) to differentiate subclinical keratoconus from normal corneas by wavefront parameters. Methods: Two hundred and seventeen patients were enrolled in three groups [68 normal, 79 subclinical keratoconus (SKCN) and 70 KCN eyes] in this prospective diagnostic test study. Wavefront indices were evaluated between the groups using Pentacam, Sirius and OPD-Scan III. The accuracy of the parameters was determined by measuring the area under the receiver operating characteristic curve (AUC) for each group. Results: Front Baiocchi-Calossi-Versaci (BCV) index with Sirius (sensitivity = 87.7%, specificity = 83%, AUC = 0.887), front Vertical Coma (Z(3)(−1)) with Pentacam (sensitivity = 75%, specificity = 100%, AUC = 0.857) and Corneal Z(3)(−1) with OPD-Scan III (sensitivity = 100%, specificity = 78.6%, AUC = 0.857) had the highest AUC values for the diagnosis of subclinical KCN. In the KCN group, the highest AUC values were obtained for front higher-order aberration (HOA), front/back Z(3)(−1) and front Secondary Vertical Coma (Z(5)(−1)) with Pentacam (sensitivity = 100%, specificity = 100%, AUC = 1.00 for all three), front root mean square values per unit area (RMS/A), HOA, Residual HOA, BCV, RMS Trefoil and RMS Coma with Sirius (sensitivity = 100%, specificity = 100%, AUC = 1.00 for all) and Corneal HOA, RMS total Coma and Z(3)(−1) with OPD-Scan III (sensitivity = 100%, specificity = 93%, AUC = 0.96 for all three). Conclusion: Corneal wavefront indices generated from different devices have acceptable validity for differentiating normal cornea from the early form of KCN, and this can be very useful for preoperative screening before refractive surgery. The front BCV with Sirius was the most accurate parameter for diagnosis of SKCN followed by Z(3)(−1) with Pentacam and OPD-Scan III.",2020,International Ophthalmology (2020) 40:7 (1659-1671). Date of Publication: 1 Jul 2020,10.1007/s10792-020-01334-3,,WOS:000521871400001,exclude,exclude,No evidence of AI/ML approach applied to imaging for keratoconus detection.,No evidence of AI/ML approach applied to imaging for keratoconus detection.,,0.0,1.0,,,,,"Lacks AI/ML application.; Focuses on wavefront parameters, not imaging AI.",,,,,,openai,gpt-4o-mini,yes
embase,Diagnostic accuracy of the belin/ambrosio enhanced ectasia total deviation display (BAD-D) in screening keratoconus taking tomographic and biomechanical index (TBI) as the gold standard,"Objective: To find out the diagnostic accuracy of the Belin/ Ambrosio enhanced ectasia index test in keratoconus diagnosis Material and methods: In this cross sectional study, both eyes of five hundred patients were included. Patients were included in a systematic random manner from amongst those coming to Amanat eye hospital Peshawar from July 2018 to June 2019 to get rid of their glasses or aiming remedy for corneal bulging. Amanat eye hospital is located at university road in Peshawar providing ocular diagnostic and treatment services. The tools used for the study were the Oculus Pentacam HR and the Corvis ST. The collected data was analyzed statistically using SPSS version 23. Results: The mean BAD-D value was 3.08+/-4.45 SD, the SEM was 0.14, 95% confidence interval (CI) of 2.80 to 3.35. The range was 0 to 40.21.The mean TBI value was 0.46+/_ 0.39 SD, SEM was 0.12 with a 95% CI of 0.22 to 0.70. The range of TBI was 0 to 1.00. For BAD-D, sensitivity was 75.6 per cent, specificity was 100 %, positive predictive value was 100% and the negative predictive value was 72.3%. Conclusion: In terms of specificity and sensitivity, the current study showed acceptable diagnostic accuracy of BAD-D. It is recommended that its result should be interpreted along with other topographic, and tomographic parameters.",2020,Journal of Medical Sciences (Peshawar) (2020) 28:3 (288-291). Date of Publication: 1 Jul 2020,,,,exclude,exclude,No evidence of AI/ML approach in keratoconus imaging diagnostics.,No evidence of AI/ML approach in keratoconus imaging diagnostics.,,0.0,1.0,,,,,Lacks AI/ML approach.; Focuses on traditional diagnostic methods.,,,,,,openai,gpt-4o-mini,yes
embase,Logistic index for keratoconus detection and severity scoring (Logik),"Purpose: To develop an objective severity scoring system for keratoconus for the use in clinical practice. Methods: Corneal elevation and minimum thickness data of 812 subjects were retrospectively collected and divided into two groups: one control group with normal topography in both eyes (304 eyes), and one keratoconus group (508 eyes). Keratoconus cases ranged from suspect to moderate and had at least 1 examination in 1 of 2 recruiting centres. The elevation data were fitted to Zernike polynomial functions up to 8th order. An adapted machine learning algorithm was then applied to derive a platform-independent severity scoring and identification system for keratoconus. Results: The resulting logistic index for keratoconus (Logik) provided consistent and progressing scoring that reflected keratoconus severity. Moreover, the system provided an accurate classification of suspect keratoconus versus normal (sensitivity of 85.2%, specificity of 70.0%) when compared with Belin/Ambrosio Display Deviation (BAD_D) (sensitivity of 75.0%, specificity of 74.4%) and the Pentacam Topographical Keratoconus Classification (TKC) (sensitivity of 9.3%, specificity of 97.0%). Logik also showed better accuracy for grading keratoconus stages with an average accuracy of 99.9% versus (98.2%, 94.7%) with BAD_D and TKC respectively. Conclusion: Logik is a reliable index to identify suspect keratoconus and to score the severity of the disease. It shows an agreement with existing approaches while achieving better performance.",2020,Computers in Biology and Medicine (2020) 122 Article Number: 103809. Date of Publication: 1 Jul 2020,10.1016/j.compbiomed.2020.103809,,WOS:000546326800007,include,include,Abstract indicates use of machine learning for keratoconus detection and classification based on imaging data.,Abstract indicates use of machine learning for keratoconus detection and classification based on imaging data.,,1.0,0.0,Subjects with keratoconus and normal topography.,Machine learning algorithm for severity scoring and identification.,Compared with existing classification methods.,Accurate classification and scoring of keratoconus severity.,,,machine learning algorithm,Belin/Ambrosio Display Deviation; Pentacam Topographical Keratoconus Classification,keratoconus detection; severity scoring,,openai,gpt-4o-mini,yes
embase,Morphogeometric analysis for characterization of keratoconus considering the spatial localization and projection of apex and minimum corneal thickness point,"This work evaluates changes in new morphogeometric indices developed
considering the position of anterior and posterior corneal apex and
minimum corneal thickness (MCT) point in keratoconus. This prospective
comparative study included 440 eyes of 440 patients (age, 7-99 years):
control (124 eyes) and keratoconus (KC) groups (316 eyes). Tomographic
information (Sirius (R), Costruzione Strumenti Oftalmici, Italy) was
treated with SolidWorks v2013, creating the following morphogeometric
parameters: geometric axis-apex line angle (GA-AP), geometric axis-MCT
line angle (GA-MCT, apex line-MCT line angle (AP-MCT), and distances
between apex and MCT points on the anterior (anterior AP-MCTd) and
posterior corneal surface (posterior AP-MCTd). Statistically significant
higher values of GA-AP, GA-MCT, AP-MCT and anterior AP-MCTd were found
in the keratoconus group (p <= 0.001). Moderate significant correlations
of corneal aberrations (r > 0.587, p < 0.001) and corneal thickness
parameters (r <= -0.414, p < 0.001) with GA-AP and AP-MCT were found.
Anterior asphericity was found to be significantly correlated with
anterior and posterior AP-MCTd (r >= 0.430, p < 0.001). Likewise, GA-AP
and AP-MCT showed a good diagnostic ability for the detection of
keratoconus, with optimal cutoff values of 9.61 degrees (sensitivity
85.5%, specificity 80.3%) and 18.08 degrees (sensitivity 80.5%,
specificity 78.7%), respectively. These new morphogeometric indices
allow a clinical characterization of the 3-D structural alteration
occurring in keratoconus, with less coincidence in the spatial
projection of the apex and MCT points of both corneal surfaces. Future
studies should confirm the potential impact on the precision of these
indices of the variability of posterior corneal surface measurements
obtained with Scheimpflug imaging technology. (C) 2020 The Authors.
Published by Elsevier B.V. on behalf of Cairo University. This is an
open access article under the CC BY-NC-ND license
(http://creativecommons.org/licenses/by-nc-nd/4.0/).",2020,Journal of advanced research (2020) 24 (261-271). Date of Publication: 1 Jul 2020,10.1016/j.jare.2020.03.012,,WOS:000550161300010,exclude,exclude,No evidence of AI/ML approach; focuses on morphogeometric analysis.,No evidence of AI/ML approach; focuses on morphogeometric analysis.,,0.0,1.0,Patients with keratoconus and control group,Morphogeometric analysis of corneal parameters,Comparison between keratoconus and control groups,Diagnostic ability for keratoconus detection,"No AI/ML or deep learning approach mentioned; Focus on morphogeometric indices, not imaging AI; Does not meet criteria for keratoconus imaging diagnostics",440 eyes of 440 patients,morphogeometric analysis,control group,diagnostic ability for keratoconus detection,,openai,gpt-4o-mini,yes
