record_id,study_id,year,arm_id,analysis_node,analysis_node_label,outcome_family,quantitative_outcome_slot,analysis_measure,reported_pct,analysis_pct,events_reported,events_analysis,total,timepoint_years,timepoint_type,direction,derivation_note,source_page_or_table,source_evidence
SCR00765,Riechardt 2020,2020,arm_pbt,PBT,Proton beam,metastasis_free_survival,secondary_5y_metastasis_free_survival,5y_metastasis_free_survival,87.6,87.6,,,,5.0,kaplan_meier,higher_better,reported_survival,Results page 3,"Kaplan-Meier analysis, metastasis-free survival was 87.6% after 5 years"
SCR00765,Riechardt 2020,2020,arm_pbt,PBT,Proton beam,eye_retention,secondary_5y_eye_retention,5y_eye_retention_success,96.3,96.3,36.0,1087,1129,5.0,kaplan_meier,higher_better,reported_eye_retention,Results page 3,"Enucleation-free survival was 96.3% after 5 years; in total, 36 enucleations had to be performed"
SCR00765,Riechardt 2020,2020,arm_pbt,PBT,Proton beam,neovascular_glaucoma,secondary_complications,complication_neovascular_glaucoma,17.8,17.8,,,,5.0,kaplan_meier,higher_worse,reported_event_rate,Results page 3,Glaucoma-free survival was 86.1% after 3 years and 82.2% after 5 years
SCR00765,Riechardt 2020,2020,arm_pbt,PBT,Proton beam,radiation_optic_neuropathy,secondary_complications,complication_radiation_optic_neuropathy,59.1,59.1,,,,5.0,kaplan_meier,higher_worse,reported_event_rate,Results page 3,Radiation-induced optic neuropathy-free survival was 50.9% after 3 years and 40.9% after 5 years
SCR00765,Riechardt 2020,2020,arm_pbt,PBT,Proton beam,visual_acuity,secondary_5y_visual_acuity_20_200,5y_visual_acuity_20_200,68.0,68.0,,,,5.0,kaplan_meier,higher_worse,reported_event_rate,Results page 3,Kaplan-Meier estimators for the absence of visual impairment >=1.0 logMAR was 32.0%/5 years
SCR00827,Pagliara 2020,2020,arm_ru106,Ru106_plaque,Ru-106 plaque,visual_acuity,secondary_5y_visual_acuity_20_200,5y_visual_acuity_20_200,78.0,78.0,,119,152,5.0,actuarial,higher_better,reported_event_rate,"Page 3, Table III","VA >=20/200: 100% baseline, 93% at 1 year, 84% at 3 years, 78% at 5 years."
SCR00882,Espensen 2019,2019,arm_ru106,Ru106_plaque,Ru-106 plaque,local_control,primary_5y_local_control,5y_local_control_success,78.0,78.0,50.0,176,226,5.0,kaplan_meier,higher_better,reported_local_control,"Page 5, Table 2","50 recurrences were observed, and the overall five-year local control estimate was 78%."
SCR00882,Espensen 2019,2019,arm_ru106,Ru106_plaque,Ru-106 plaque,radiation_maculopathy,secondary_5y_radiation_maculopathy,5y_radiation_maculopathy,55.0,55.0,64.0,124,226,5.0,kaplan_meier,higher_worse,reported_event_rate,"Page 5, Table 2",Maculopathy: 64 (29%); 5-year probability of freedom from toxicity 45%.
SCR00882,Espensen 2019,2019,arm_ru106,Ru106_plaque,Ru-106 plaque,radiation_optic_neuropathy,secondary_5y_radiation_optic_neuropathy,5y_radiation_optic_neuropathy,32.0,32.0,62.0,72,226,5.0,kaplan_meier,higher_worse,reported_event_rate,"Page 5, Table 2",Optic neuropathy: 62 (28%); 5-year probability of freedom from toxicity 68%.
SCR00886,Toutee 2019,2019,arm_pbt,PBT,Proton beam,local_control,primary_5y_local_control,5y_local_control_success,100.0,100.0,0.0,424,424,5.0,crude_at_followup,higher_better,reported_local_control,Pages 3-4,All T1UM patients with at least 5 years of follow-up were included; no ocular recurrence was observed.
SCR00886,Toutee 2019,2019,arm_pbt,PBT,Proton beam,metastasis,secondary_5y_metastasis,5y_metastasis,2.8,2.8,12.0,12,424,5.0,crude_at_followup,higher_worse,reported_event_rate,"Page 4, Table 2 and page 8",Patients with UM metastases during 5-year follow-up: 12; T1UM can be life-threatening with 2.8% of metastases at 5 years.
SCR00886,Toutee 2019,2019,arm_pbt,PBT,Proton beam,visual_acuity,secondary_5y_visual_acuity_20_200,5y_visual_acuity_20_200,65.9,65.9,,279,424,5.0,kaplan_meier,higher_better,reported_event_rate,Page 6,The probability of patients retaining vision of 20/200 or better was 65.9% (CI95%: 61.5-70.7) at 5 years.
SCR00972,Furdova 2018,2018,arm_linac_srs,Photon_SRS_FSRT,Photon SRS/FSRT,overall_survival,secondary_5y_overall_survival,5y_overall_survival,84.0,84.0,,143,170,5.0,actuarial,higher_better,reported_survival,Page 1,"Survival after single dose stereotactic radiosurgery was 96% in one year, 93% in two years, 84% in five years."
SCR00986,Miguel 2018 Part II,2018,arm_i125,I125_plaque,I-125 plaque,radiation_optic_neuropathy,secondary_5y_radiation_optic_neuropathy,5y_radiation_optic_neuropathy,21.0,21.0,53.0,51,243,5.0,kaplan_meier,higher_worse,reported_event_rate,"Pages 1 and 3, Table 1",Neuropathy: 5-year survival probability 79%; crude events 53 of 243.
SCR00986,Miguel 2018 Part II,2018,arm_i125,I125_plaque,I-125 plaque,neovascular_glaucoma,secondary_5y_neovascular_glaucoma,5y_neovascular_glaucoma,11.0,11.0,29.0,27,243,5.0,kaplan_meier,higher_worse,reported_event_rate,"Pages 1 and 3, Table 1",Neovascular glaucoma: 5-year survival probability 89%; crude events 29 of 243.
SCR00987,Miguel 2018a,2018,arm_i125,I125_plaque,I-125 plaque,local_control,primary_5y_local_control,5y_local_control_success,94.0,94.0,,228,243,5.0,kaplan_meier,higher_better,reported_local_control,Page 4 Figure 1 and Table 4,5-year probability for no local recurrence 94% (95% CI 91-97%)
SCR00987,Miguel 2018a,2018,arm_i125,I125_plaque,I-125 plaque,eye_retention,secondary_5y_eye_retention,5y_eye_retention_success,88.0,88.0,,214,243,5.0,kaplan_meier,higher_better,reported_eye_retention,Page 4 Figure 1 and Table 4,5-year actuarial enucleation-free rate 88% (95% CI 84-92%)
SCR00987,Miguel 2018a,2018,arm_i125,I125_plaque,I-125 plaque,overall_survival,secondary_5y_overall_survival,5y_overall_survival,93.0,93.0,,226,243,5.0,kaplan_meier,higher_better,reported_survival,Page 5 Figure 1 and Table 4,5-year melanoma overall survival rate 93% (95% CI 90-96%)
SCR00987,Miguel 2018a,2018,arm_i125,I125_plaque,I-125 plaque,disease_specific_survival,secondary_5y_disease_specific_survival,5y_disease_specific_survival,96.0,96.0,,233,243,5.0,kaplan_meier,higher_better,reported_survival,Pages 5-6 Figure 1 and Table 4,5-year melanoma-specific survival rates were 96% (95% CI 93-99%)
SCR01026,Miguel 2018b,2018,arm_i125_visual_subset,I125_plaque,I-125 plaque,visual_acuity,secondary_5y_visual_acuity_20_200,5y_visual_acuity_20_200,58.0,58.0,,107,185,5.0,kaplan_meier,higher_worse,reported_event_rate,Page 4 Figure 2,VA preservation rates at 5 years were 42% (95% CI 33-51%)
SCR01073,Rospond-Kubiak 2017,2017,arm_ru106,Ru106_plaque,Ru-106 plaque,local_control,primary_5y_local_control,5y_local_control_success,83.3,83.3,,105,126,5.0,actuarial,higher_better,reported_local_control,Page 3,Local tumor control was 83.3% at 5 years
SCR01073,Rospond-Kubiak 2017,2017,arm_ru106,Ru106_plaque,Ru-106 plaque,eye_retention,secondary_5y_eye_retention,5y_eye_retention_success,92.7,92.7,,117,126,5.0,kaplan_meier,higher_better,reported_eye_retention,Page 3 Figure 2,The eye retention rate was 92.7% at 5 years
SCR01073,Rospond-Kubiak 2017,2017,arm_ru106,Ru106_plaque,Ru-106 plaque,metastasis_free_survival,secondary_5y_metastasis_free_survival,5y_metastasis_free_survival,84.6,84.6,,107,126,5.0,kaplan_meier,higher_better,reported_survival,Page 3 Figure 3,5-year cancer-free survival reached 84.6%
SCR01073,Rospond-Kubiak 2017,2017,arm_ru106,Ru106_plaque,Ru-106 plaque,radiation_maculopathy,secondary_complications,complication_radiation_maculopathy,39.7,39.7,50.0,50,126,,crude_at_followup,higher_worse,reported_event_rate,Page 4 Table 2,Radiation side effects: Maculopathy 50
SCR01073,Rospond-Kubiak 2017,2017,arm_ru106,Ru106_plaque,Ru-106 plaque,neovascular_glaucoma,secondary_complications,complication_neovascular_glaucoma,4.8,4.8,6.0,6,126,,crude_at_followup,higher_worse,reported_event_rate,Page 4 Table 2,Radiation side effects: Neovascular glaucoma 6
SCR01093,Danish 2018,2018,arm_ru106,Ru106_plaque,Ru-106 plaque,metastasis_free_survival,secondary_5y_metastasis_free_survival,5y_metastasis_free_survival,78.6,78.6,,33,42,5.0,kaplan_meier,higher_better,reported_survival,Page 3 Figure 1,Five-year DMFS was 78.6% in the 106Ru cohort
SCR01093,Danish 2018,2018,arm_ru106,Ru106_plaque,Ru-106 plaque,overall_survival,secondary_5y_overall_survival,5y_overall_survival,80.2,80.2,,34,42,5.0,kaplan_meier,higher_better,reported_survival,Page 3,Five-year OS was 80.2% in the 106Ru cohort
SCR01111,Papakostas 2017,2017,arm_pbt,PBT,Proton beam,local_control,primary_5y_local_control,5y_local_control_success,92.2,92.2,,310,336,5.0,kaplan_meier,higher_better,reported_local_control,Page 3,Tumors recurred locally in 7.8% (95% CI 4.8-12.6%) at 5 years
SCR01111,Papakostas 2017,2017,arm_pbt,PBT,Proton beam,eye_retention,secondary_5y_eye_retention,5y_eye_retention_success,77.4,77.4,,260,336,5.0,kaplan_meier,higher_better,reported_eye_retention,Page 4 Table 2,Eye retention 77.4% (95% CI 71.1-82.5%) at 5 years
SCR01111,Papakostas 2017,2017,arm_pbt,PBT,Proton beam,visual_acuity,secondary_5y_visual_acuity_20_200,5y_visual_acuity_20_200,15.9,15.9,,39,244,5.0,kaplan_meier,higher_better,reported_event_rate,Pages 3-4 Table 2,Visual acuity 20/200 or better 15.9% (95% CI 10.6-22.1%) at 5 years
SCR01111,Papakostas 2017,2017,arm_pbt,PBT,Proton beam,neovascular_glaucoma,secondary_complications,complication_neovascular_glaucoma,34.9,34.9,,117,336,5.0,kaplan_meier,higher_worse,reported_event_rate,Page 3 and Table 3,"By 5 years after irradiation, 34.9% had developed neovascular glaucoma"
SCR01111,Papakostas 2017,2017,arm_pbt,PBT,Proton beam,melanoma_specific_survival,secondary_5y_melanoma_specific_survival,5y_melanoma_specific_survival,68.0,68.0,,228,336,5.0,kaplan_meier,higher_better,reported_survival,Page 5 Discussion,The 5-year rate of melanoma-related mortality in our cohort was 32%
SCR01115,Meeralakshmi 2017,2017,arm_i125,I125_plaque,I-125 plaque,overall_survival,secondary_5y_overall_survival,5y_overall_survival,89.0,89.0,,20,22,5.0,kaplan_meier,higher_better,reported_survival,Pages 1-2 Table 2,Kaplan-Meier survival at 5 years for the brachytherapy group was 89%
SCR01115,Meeralakshmi 2017,2017,arm_i125,I125_plaque,I-125 plaque,radiation_optic_neuropathy,secondary_complications,complication_radiation_optic_neuropathy,18.0,18.0,4.0,4,22,,crude_at_followup,higher_worse,reported_event_rate,Page 2,Radiation neuropathy in 4 (18%)
SCR01150,Riechardt 2017,2017,arm_pbt,PBT,Proton beam,overall_survival,secondary_5y_overall_survival,5y_overall_survival,94.0,94.0,,591,629,5.0,kaplan_meier,higher_better,reported_survival,Page 2,5-year overall survival rate was 94% (92-96%)
SCR01150,Riechardt 2017,2017,arm_pbt,PBT,Proton beam,metastasis_free_survival,secondary_5y_metastasis_free_survival,5y_metastasis_free_survival,90.0,90.0,,566,629,5.0,kaplan_meier,higher_better,reported_survival,Page 2,Metastasis-free survival 90% (87-92%)
SCR01150,Riechardt 2017,2017,arm_pbt,PBT,Proton beam,melanoma_specific_survival,secondary_5y_melanoma_specific_survival,5y_melanoma_specific_survival,97.0,97.0,,610,629,5.0,kaplan_meier,higher_better,reported_survival,Page 2,Tumor-associated death was 3% (1.8-4.9%)
SCR01150,Riechardt 2017,2017,arm_pbt,PBT,Proton beam,neovascular_glaucoma,secondary_complications,complication_neovascular_glaucoma,10.5,10.5,,66,629,5.0,kaplan_meier,higher_worse,reported_event_rate,Page 3 Figure 1,The five-year Kaplan-Meier estimation for NVG was 10.5% (95% CI 8-13.5%)
SCR01150,Riechardt 2017,2017,arm_pbt,PBT,Proton beam,radiation_optic_neuropathy,secondary_complications,complication_radiation_optic_neuropathy,63.4,63.4,,399,629,5.0,kaplan_meier,higher_worse,reported_event_rate,Page 3,5-year Kaplan-Meier estimator was 36.6% for the absence of optic neuropathy
SCR01287,Seibel 2016,2016,arm_pbt,PBT,Proton beam,radiation_optic_neuropathy,secondary_complications,complication_radiation_optic_neuropathy,52.0,52.0,,586,1127,5.0,kaplan_meier,higher_worse,reported_event_rate,Pages 2-3 Figure 2,Optic neuropathy-free survival was 48.0% after 5 years; total 5-year incidence was 52%
SCR01310,Weber 2015,2015,arm_pbt,PBT,Proton beam,local_control,primary_5y_local_control,5y_local_control_success,85.1,85.1,,66,77,5.0,kaplan_meier,higher_better,reported_local_control,Page 3 Table 2,Ocular control all patients: 85.1% at 5 years
SCR01310,Weber 2015,2015,arm_pbt,PBT,Proton beam,metastasis_free_survival,secondary_5y_metastasis_free_survival,5y_metastasis_free_survival,71.6,71.6,,55,77,5.0,kaplan_meier,higher_better,reported_survival,Page 3 Table 2,Metastasis-free survival all patients: 71.6% at 5 years
SCR01310,Weber 2015,2015,arm_pbt,PBT,Proton beam,overall_survival,secondary_5y_overall_survival,5y_overall_survival,76.8,76.8,,59,77,5.0,kaplan_meier,higher_better,reported_survival,Page 3 Table 2,Overall survival all patients: 76.8% at 5 years
SCR01310,Weber 2015,2015,arm_pbt,PBT,Proton beam,eye_retention,secondary_5y_eye_retention,5y_eye_retention_success,78.0,78.0,,60,77,5.0,kaplan_meier,higher_better,reported_eye_retention,Page 3,The enucleation rate was 22% after both 5 and 10 years
SCR01310,Weber 2015,2015,arm_pbt,PBT,Proton beam,visual_acuity,secondary_5y_visual_acuity_20_200,5y_visual_acuity_20_200,37.0,37.0,,25,67,5.0,kaplan_meier,higher_better,reported_event_rate,Page 3,"Of 67 with initial VA 20/200 or better, conservation was 37% after 5 years"
SCR01310,Weber 2015,2015,arm_pbt,PBT,Proton beam,neovascular_glaucoma,secondary_complications,complication_neovascular_glaucoma,23.0,23.0,,18,77,,crude_at_followup,higher_worse,reported_event_rate,Page 3,Main ocular complications were ... NVG (23%)
SCR01330,Jancar 2016,2016,arm_ru106,Ru106_plaque,Ru-106 plaque,local_control,primary_5y_local_control,5y_local_control_success,78.0,78.0,,99,127,5.0,kaplan_meier,higher_better,reported_local_control,Page 4 Table 3,Ruthenium LRC 5 yrs 78
SCR01330,Jancar 2016,2016,arm_ru106,Ru106_plaque,Ru-106 plaque,metastasis,secondary_5y_metastasis,5y_metastasis,11.0,11.0,,14,127,5.0,actuarial,higher_worse,reported_event_rate,Page 5 Figure 2 text,At 5 years incidence was 11% for irradiated patients
SCR01330,Jancar 2016,2016,arm_ru106,Ru106_plaque,Ru-106 plaque,disease_specific_survival,secondary_5y_disease_specific_survival,5y_disease_specific_survival,92.0,92.0,,117,127,5.0,kaplan_meier,higher_better,reported_survival,Page 4 Table 3,Ruthenium DSS 5 yrs 92
SCR01330,Jancar 2016,2016,arm_ru106,Ru106_plaque,Ru-106 plaque,overall_survival,secondary_5y_overall_survival,5y_overall_survival,87.0,87.0,,110,127,5.0,kaplan_meier,higher_better,reported_survival,Page 4 Table 3,Ruthenium OS 5 yrs 87
SCR01549,Sagoo 2014,2014,arm_plaque,I125_plaque,I-125 plaque,eye_retention,secondary_5y_eye_retention,5y_eye_retention_success,84.0,84.0,,461,549,5.0,kaplan_meier,higher_better,reported_eye_retention,Page 1 Abstract,globe retention was 84% at 5 years
SCR01549,Sagoo 2014,2014,arm_plaque,I125_plaque,I-125 plaque,radiation_maculopathy,secondary_complications,complication_radiation_maculopathy,56.0,56.0,,307,549,5.0,kaplan_meier,higher_worse,reported_event_rate,Pages 1-2 and Table 1,maculopathy 56% at 5 years
SCR01549,Sagoo 2014,2014,arm_plaque,I125_plaque,I-125 plaque,radiation_optic_neuropathy,secondary_complications,complication_radiation_optic_neuropathy,61.0,61.0,,335,549,5.0,kaplan_meier,higher_worse,reported_event_rate,Pages 1-2 and Table 1,papillopathy 61% at 5 years
SCR01549,Sagoo 2014,2014,arm_plaque,I125_plaque,I-125 plaque,neovascular_glaucoma,secondary_complications,complication_neovascular_glaucoma,15.0,15.0,,82,549,5.0,kaplan_meier,higher_worse,reported_event_rate,Pages 1-2 and Table 1,neovascular glaucoma 15% at 5 years
SCR01549,Sagoo 2014,2014,arm_plaque,I125_plaque,I-125 plaque,visual_acuity,secondary_5y_visual_acuity_20_200,5y_visual_acuity_20_200,54.0,54.0,,296,549,5.0,kaplan_meier,higher_worse,reported_event_rate,Pages 1 and 3,20/200 or worse in 54% at 5 years
SCR01598,Wackernagel 2014,2014,arm_gkrs,Photon_SRS_FSRT,Photon SRS/FSRT,local_control,primary_5y_local_control,5y_local_control_success,94.2,94.2,,167,177,5.0,kaplan_meier,higher_better,reported_local_control,Page 1 Abstract,tumour control rates were 94.2% at 5 years
SCR01598,Wackernagel 2014,2014,arm_gkrs,Photon_SRS_FSRT,Photon SRS/FSRT,eye_retention,secondary_5y_eye_retention,5y_eye_retention_success,81.6,81.6,,144,177,5.0,kaplan_meier,higher_better,reported_eye_retention,Page 1 Abstract,eye preservation rate was 81.6% at 5 years
SCR01628,Berry 2013,2013,arm_eye_physics,I125_plaque,I-125 plaque,local_control,primary_5y_local_control,5y_local_control_success,97.0,97.0,,80,82,5.0,kaplan_meier,higher_better,reported_local_control,Pages 4-5 Figure 2,local tumor control at 5 years was 97% (95% CI 89-99)
SCR01628,Berry 2013,2013,arm_eye_physics,I125_plaque,I-125 plaque,secondary_enucleation,secondary_5y_eye_retention,5y_eye_retention_success,3.0,97.0,,80,82,5.0,kaplan_meier,higher_worse,converted_from_secondary_enucleation,Page 5 Table 2,Enucleation at 5 y 3.0%
SCR01628,Berry 2013,2013,arm_eye_physics,I125_plaque,I-125 plaque,metastasis_free_survival,secondary_5y_metastasis_free_survival,5y_metastasis_free_survival,89.0,89.0,,73,82,5.0,kaplan_meier,higher_better,reported_survival,Page 5 Figure 3,survival without metastatic disease at 60 months is 89% (95% CI 77-95)
SCR01628,Berry 2013,2013,arm_eye_physics,I125_plaque,I-125 plaque,metastasis,secondary_5y_metastasis,5y_metastasis,11.0,11.0,,9,82,5.0,kaplan_meier,higher_worse,reported_event_rate,Page 5 Table 2,Metastatic disease at 5 y 11
SCR01685,Kwon 2013,2013,overall,mixed,Mixed/unclear,metastasis_free_survival,secondary_5y_metastasis_free_survival,5y_metastasis_free_survival,73.9,73.9,,82,111,5.0,kaplan_meier,higher_better,reported_survival,Page 2,estimated 5-year metastasis-free rate was 73.9% (95% CI 63.1 to 84.7)
SCR01685,Kwon 2013,2013,overall,mixed,Mixed/unclear,disease_specific_survival,secondary_5y_disease_specific_survival,5y_disease_specific_survival,84.6,84.6,,94,111,5.0,kaplan_meier,higher_better,reported_survival,Page 2,estimated 5-year disease-specific survival rate was 84.6% (95% CI 76.8 to 92.4)
SCR01685,Kwon 2013,2013,arm_ru106_combined,Ru106_plaque,Ru-106 plaque,metastasis_free_survival,secondary_5y_metastasis_free_survival,5y_metastasis_free_survival,79.0,79.0,,48,61,5.0,kaplan_meier,higher_better,reported_survival,Page 2 and Table 1,5-year metastasis-free rate 79.0% (95% CI 67.3 to 90.8)
SCR01685,Kwon 2013,2013,arm_ru106_combined,Ru106_plaque,Ru-106 plaque,disease_specific_survival,secondary_5y_disease_specific_survival,5y_disease_specific_survival,87.7,87.7,,53,61,5.0,kaplan_meier,higher_better,reported_survival,Page 2 and Table 1,disease-specific survival rate 87.7% (95% CI 77.8 to 97.7)
SCR01685,Kwon 2013,2013,arm_ru106_combined,Ru106_plaque,Ru-106 plaque,overall_survival,secondary_5y_overall_survival,5y_overall_survival,84.0,84.0,,51,61,5.0,kaplan_meier,higher_better,reported_survival,Page 2 and Table 1,overall survival rate 84.0% (95% CI 72.2 to 95.8)
SCR01685,Kwon 2013,2013,arm_ru106_combined,Ru106_plaque,Ru-106 plaque,secondary_enucleation,secondary_5y_eye_retention,5y_eye_retention_success,25.4,74.6,13.0,46,61,5.0,kaplan_meier,higher_worse,converted_from_secondary_enucleation,Pages 3-4,Thirteen out of 61 underwent enucleation; estimated 5-year enucleation rate was 25.4%
SCR01685,Kwon 2013,2013,arm_gkr,Photon_SRS_FSRT,Photon SRS/FSRT,metastasis_free_survival,secondary_5y_metastasis_free_survival,5y_metastasis_free_survival,85.6,85.6,,19,22,5.0,kaplan_meier,higher_better,reported_survival,Page 3 Table 1,GKR 5-year metastasis free rate 85.6%
SCR01685,Kwon 2013,2013,arm_gkr,Photon_SRS_FSRT,Photon SRS/FSRT,disease_specific_survival,secondary_5y_disease_specific_survival,5y_disease_specific_survival,90.7,90.7,,20,22,5.0,kaplan_meier,higher_better,reported_survival,Page 3 Table 1,GKR disease specific survival rate 90.7%
SCR01685,Kwon 2013,2013,arm_gkr,Photon_SRS_FSRT,Photon SRS/FSRT,overall_survival,secondary_5y_overall_survival,5y_overall_survival,90.7,90.7,,20,22,5.0,kaplan_meier,higher_better,reported_survival,Page 3 Table 1,GKR overall survival rate 90.7%
SCR01724,Wackernagel 2013,2013,arm_gkrs,Photon_SRS_FSRT,Photon SRS/FSRT,visual_acuity,secondary_5y_visual_acuity_20_200,5y_visual_acuity_20_200,13.0,13.0,,17,128,5.0,kaplan_meier,higher_better,reported_event_rate,Page 3,probability of keeping visual acuity of 20/200 was 0.13 after 5 years
SCR01724,Wackernagel 2013,2013,arm_gkrs,Photon_SRS_FSRT,Photon SRS/FSRT,visual_acuity,secondary_5y_visual_acuity_20_200,5y_visual_acuity_20_200,87.0,87.0,,111,128,5.0,kaplan_meier,higher_worse,reported_event_rate,Page 3,5-year probability of keeping visual acuity 20/200 was 0.13
SCR01890,Macdonald 2011,2011,arm_pbt,PBT,Proton beam,eye_retention,secondary_5y_eye_retention,5y_eye_retention_success,71.3,71.3,,105,147,5.0,kaplan_meier,higher_better,reported_eye_retention,Page 2,5-year eye retention rate was 71.3% (95% CI 62.3% to 80.3%)
SCR01890,Macdonald 2011,2011,arm_pbt,PBT,Proton beam,disease_specific_survival,secondary_5y_disease_specific_survival,5y_disease_specific_survival,87.7,87.7,,129,147,5.0,kaplan_meier,higher_better,reported_survival,Page 2,5-year disease-specific survival rate was 87.7% (95% CI 81.2% to 94.2%)
SCR01927,Dunavoelgyi 2011,2011,arm_hypofractionated_srt,Photon_SRS_FSRT,Photon SRS/FSRT,local_control,primary_5y_local_control,5y_local_control_success,95.9,95.9,,203,212,5.0,kaplan_meier,higher_better,reported_local_control,Page 1,Local tumor control was 95.9% after 5 years
SCR02016,Frenkel 2009,2009,overall,mixed,Mixed/unclear,melanoma_specific_survival,secondary_5y_melanoma_specific_survival,5y_melanoma_specific_survival,88.6,88.6,,494,558,5.0,kaplan_meier,higher_better,reported_survival,Pages 1 and 4,The 5 year melanoma-related mortality rate was 11.4%
SCR02231,Puusaari 2007,2007,arm_i125,I125_plaque,I-125 plaque,local_recurrence,primary_5y_local_recurrence,5y_local_control_success,7.0,93.0,,50,54,5.0,actuarial,higher_worse,converted_from_local_recurrence,Page 7,"5-year cumulative incidences of local recurrence were 41% (95% CI, 17-63) and 7% (95% CI, 2-17), respectively"
SCR02231,Puusaari 2007,2007,arm_i125,I125_plaque,I-125 plaque,eye_retention,secondary_5y_eye_retention,5y_eye_retention_success,90.0,90.0,,49,54,5.0,actuarial,higher_better,reported_eye_retention,Page 9,5-year incidence of enucleation was 10% (95% CI 4-20) after IBT
SCR02231,Puusaari 2007,2007,arm_i125,I125_plaque,I-125 plaque,radiation_maculopathy,secondary_complications,complication_radiation_maculopathy,43.0,43.0,,23,54,5.0,actuarial,higher_worse,reported_event_rate,Page 9,"Maculopathy occurred within 5 years in 43% (95% CI, 22-62) of eyes managed with IBT"
SCR02231,Puusaari 2007,2007,arm_i125,I125_plaque,I-125 plaque,radiation_optic_neuropathy,secondary_complications,complication_radiation_optic_neuropathy,58.0,58.0,,31,54,5.0,actuarial,higher_worse,reported_event_rate,Page 9,"5-year cumulative incidence of optic neuropathy was 7% ... after TSR and 58% (95% CI, 36-75) after IBT"
SCR02271,Isager 2006,2006,arm_ru106,Ru106_plaque,Ru-106 plaque,local_control,primary_5y_local_control,5y_local_control_success,73.0,73.0,,40,55,5.0,kaplan_meier,higher_better,reported_local_control,Pages 1 and 3,5-year probability for no local recurrence was 73% (n=55)
SCR02271,Isager 2006,2006,arm_ru106,Ru106_plaque,Ru-106 plaque,eye_retention,secondary_5y_eye_retention,5y_eye_retention_success,72.0,72.0,,40,55,5.0,kaplan_meier,higher_better,reported_eye_retention,Pages 1 and 5,5-year eye preservation probability ... was 72% (n=55)
SCR02344,Jensen 2005,2005,arm_i125,I125_plaque,I-125 plaque,local_control,primary_5y_local_control,5y_local_control_success,92.0,92.0,,144,156,5.0,actuarial,higher_better,reported_local_control,Page 1 Abstract,Initial local control at 5 years was 92%
SCR02344,Jensen 2005,2005,arm_i125,I125_plaque,I-125 plaque,overall_survival,secondary_5y_overall_survival,5y_overall_survival,83.0,83.0,,129,156,5.0,actuarial,higher_better,reported_survival,Page 1 Abstract,the 5-year overall survival was 83%
SCR02344,Jensen 2005,2005,arm_i125,I125_plaque,I-125 plaque,disease_specific_survival,secondary_5y_disease_specific_survival,5y_disease_specific_survival,91.0,91.0,,142,156,5.0,actuarial,higher_better,reported_survival,Page 1 Abstract,The 5-year disease-specific survival was 91%
SCR02344,Jensen 2005,2005,arm_i125,I125_plaque,I-125 plaque,metastasis,secondary_5y_metastasis,5y_metastasis,10.0,10.0,,16,156,5.0,actuarial,higher_worse,reported_event_rate,Page 1 Abstract,The risk of metastasis was 10% at 5 years and 27% at 10 years
SCR02350,Damato 2005,2005,arm_pbt,PBT,Proton beam,local_control,primary_5y_local_control,5y_local_control_success,96.5,96.5,,337,349,5.0,actuarial,higher_better,reported_local_control,Page 1 Abstract,5-year actuarial rates were 3.5% for local tumor recurrence
SCR02350,Damato 2005,2005,arm_pbt,PBT,Proton beam,eye_retention,secondary_5y_eye_retention,5y_eye_retention_success,90.6,90.6,,316,349,5.0,actuarial,higher_better,reported_eye_retention,Page 1 Abstract,5-year actuarial rates were ... 9.4% for enucleation
SCR02350,Damato 2005,2005,arm_pbt,PBT,Proton beam,visual_acuity,secondary_5y_visual_acuity_20_200,5y_visual_acuity_20_200,61.1,61.1,,213,349,5.0,actuarial,higher_better,reported_event_rate,Page 1 Abstract,61.1% for conservation of vision of 20/200 or better
SCR02350,Damato 2005,2005,arm_pbt,PBT,Proton beam,visual_acuity,secondary_5y_visual_acuity_20_200,5y_visual_acuity_20_200,38.9,38.9,,136,349,5.0,actuarial,higher_worse,reported_event_rate,Page 1 Abstract,61.1% for conservation of vision of 20/200 or better
SCR02350,Damato 2005,2005,arm_pbt,PBT,Proton beam,melanoma_specific_survival,secondary_5y_melanoma_specific_survival,5y_melanoma_specific_survival,90.0,90.0,,314,349,5.0,actuarial,higher_better,reported_survival,Page 1 Abstract,10.0% for death from metastasis
SCR02476,Bartlema 2003,2003,arm_ru106_ttt,Ru106_plaque,Ru-106 plaque,radiation_maculopathy,secondary_complications,complication_radiation_maculopathy,51.0,51.0,,26,50,5.0,kaplan_meier,higher_worse,reported_event_rate,Page 2,Kaplan-Meier estimate of the probability of radiation maculopathy was 51% at 5 years
SCR02551,Gragoudas 2002,2002,arm_pbt,PBT,Proton beam,local_recurrence,primary_5y_local_recurrence,5y_local_control_success,3.24,96.76,,1860,1922,5.0,actuarial,higher_worse,converted_from_local_recurrence,Page 3 Table I,"Year 5 cumulative rates 3.24%, 95% CI 2.47-4.24"
SCR02627,Lumbroso 2001,2001,arm_pbt,PBT,Proton beam,neovascular_glaucoma,secondary_complications,complication_neovascular_glaucoma,9.9,9.9,43.0,43,435,,median_followup,higher_worse,reported_event_rate,Page 2,During the same period 43 (9.9%) patients presented with neovascular glaucoma
